mean pos,mean neg,Tweet,Clean,class,NO URL,NO STOPWORD,NO NUMBER,NO REPEAT,NO ACRONYM,NO NEGATION,OUR
1,1,"08.03. 20:47 Uhr: These New Puritans ""Three Thousand"" http://www.motor.de/kuenstler/these_new_puritans",.. uhr new puritans three thousand,2,.. uhr new puritans three thousand htp://w.motor.de/kuenstler/these_new_puritans,.. uhr these new puritans three thousand,08.03 20:47 uhr new puritans three thousand,.. uhr new puritans three thousand,.. uhr new puritans three thousand,.. uhr new puritans three thousand,.. uhr new puritans three thousand
2,1,Successful outing today. Had lunch by the beach in Fernandina Beach and then went shopping at Tar... http://schmap.it/pcobw6 (via @hairgeek),successful outing today lunch beach fernandina beach went shopping tar ... via @hairgek,4,successful outing today lunch beach fernandina beach went shopping tar ... htp://schmap.it/pcobw via @hairgek,successful outing today had lunch by the beach in fernandina beach and then went shopping at tar ... via @hairgek,successful outing today lunch beach fernandina beach went shopping tar ... via @hairgek,successful outing today lunch beach fernandina beach went shopping tar ... via @hairgeek,successful outing today lunch beach fernandina beach went shopping tar ... via @hairgek,successful outing today lunch beach fernandina beach went shopping tar ... via @hairgek,successful outing today lunch beach fernandina beach went shopping tar ... via
1,1,RT @tamiute,rt @tamiute,2,rt @tamiute,rt @tamiute,rt @tamiute,rt @tamiute,rt @tamiute,rt @tamiute,rt
3,1,"@cbcnn - I love Green too. Though, my taste buds are accustomed to Jack. That apparently calls for a toast, Le Chaim. Cheers!",@cbcn love green though taste buds accustomed jack apparently cals toast le chaim chers,4,@cbcn love green though taste buds accustomed jack apparently cals toast le chaim chers,@cbcn i love green too though my taste buds are accustomed to jack that apparently cals for a toast le chaim chers,@cbcn love green though taste buds accustomed jack apparently cals toast le chaim chers,@cbcnn love green though taste buds accustomed jack apparently calls toast le chaim cheers,@cbcn love green though taste buds accustomed jack apparently cals toast le chaim chers,@cbcn love green though taste buds accustomed jack apparently cals toast le chaim chers,love green though taste buds accustomed jack apparently cals toast le chaim chers
2,2,I didn't see Hurt Locker (surprise) but I'm glad she beat her ex. #womanscorned,did not see hurt locker surprise i'm glad beat ex #womanscorned,2,did not see hurt locker surprise i'm glad beat ex #womanscorned,i did not see hurt locker surprise but i'm glad she beat her ex #womanscorned,did not see hurt locker surprise i'm glad beat ex #womanscorned,did not see hurt locker surprise i'm glad beat ex #womanscorned,did not see hurt locker surprise i'm glad beat ex #womanscorned,see hurt locker surprise i'm glad beat ex #womanscorned,did not see hurt locker surprise i'm glad beat ex
1,1,@Courtney_Hearts north carolina where erin and bentley are,@courtney_hearts north carolina erin bentley,2,@courtney_hearts north carolina erin bentley,@courtney_hearts north carolina where erin and bentley are,@courtney_hearts north carolina erin bentley,@courtney_hearts north carolina erin bentley,@courtney_hearts north carolina erin bentley,@courtney_hearts north carolina erin bentley,_hearts north carolina erin bentley
1,1,"I just took ""REALLY HARD QUI..."" and got: He personally takes you to the hospital and gives you his number!!!!! Try it: http://bit.ly/bZ4U14",took really hard qui ... got personally takes hospital gives number try,2,took really hard qui ... got personally takes hospital gives number try htp://bit.ly/bzu,i just took really hard qui ... and got he personally takes you to the hospital and gives you his number try it,took really hard qui ... got personally takes hospital gives number try,took really hard qui ... got personally takes hospital gives number try,took really hard qui ... got personally takes hospital gives number try,took really hard qui ... got personally takes hospital gives number try,took really hard qui ... got personally takes hospital gives number try
1,1,I just snapped a new picture: http://chatter.com/a/2ihw5,snapped new picture,2,snapped new picture htp://chater.com/a/ihw,i just snapped a new picture,snapped new picture,snapped new picture,snapped new picture,snapped new picture,snapped new picture
1,2,"It's been awhile since I've tweeted. Twitter, have you missed me?",awhile since i've tweted twitter mised,0,awhile since i've tweted twitter mised,it's been awhile since i've tweted twitter have you mised me,awhile since i've tweted twitter mised,awhile since i've tweeted twitter missed,awhile since i've tweted twitter mised,awhile since i've tweted twitter mised,awhile since i've tweted twitter mised
1,2,it looks like i wrote a whole freaking essay for a simple english assignment.,loks like wrote whole freaking essay simple english assignment,0,loks like wrote whole freaking essay simple english assignment,it loks like i wrote a whole freaking essay for a simple english assignment,loks like wrote whole freaking essay simple english assignment,looks like wrote whole freaking essay simple english assignment,loks like wrote whole freaking essay simple english assignment,loks like wrote whole freaking essay simple english assignment,loks like wrote whole freaking essay simple english assignment
1,1,@royalty414 just is! Can't explain right now.,@royalty can not explain right,2,@royalty can not explain right,@royalty just is can not explain right now,@royalty414 can not explain right,@royalty can not explain right,@royalty can not explain right,@royalty can't explain right,can not explain right
1,1,Fielding throws Leviticus under the bus! #qanda,fielding throws leviticus bus #qanda,2,fielding throws leviticus bus #qanda,fielding throws leviticus under the bus #qanda,fielding throws leviticus bus #qanda,fielding throws leviticus bus #qanda,fielding throws leviticus bus #qanda,fielding throws leviticus bus #qanda,fielding throws leviticus bus
1,1,"Battle for TV remote commences during adds - A Few Dollars more in Five, I know y",battle tv remote comences ads dolars five know,2,battle tv remote comences ads dolars five know,battle for tv remote comences during ads a few dolars more in five i know y,battle tv remote comences ads dolars five know,battle tv remote commences adds dollars five know,battle tv remote comences ads dolars five know,battle tv remote comences ads dolars five know,battle tv remote comences ads dolars five know
2,1,"Yea,though I walk through the valley of the shadow of death,I will fear no evil: For thou art with me. Amen to that. :)",yea though walk valley shadow death fear evil thou art amen :),4,yea though walk valley shadow death fear evil thou art amen :),yea though i walk through the valley of the shadow of death i will fear no evil for thou art with me amen to that :),yea though walk valley shadow death fear evil thou art amen :),yea though walk valley shadow death fear evil thou art amen :),yea though walk valley shadow death fear evil thou art amen :),yea though walk valley shadow death fear evil thou art amen :),yea though walk valley shadow death fear evil thou art amen happy
1,1,I bought the Mac Heist bundle. 7 Top apps worth $260+ for just $20 and got 3 cool bonus apps free! http://bit.ly/heist-it,bought mac heist bundle top aps worth got cool bonus aps free,2,bought mac heist bundle top aps worth got cool bonus aps free htp://bit.ly/heist-it,i bought the mac heist bundle top aps worth for just and got cool bonus aps free,bought mac heist bundle 7 top aps worth 260 20 got 3 cool bonus aps free,bought mac heist bundle top applications worth got cool bonus applications free,bought mac heist bundle top aps worth got cool bonus aps free,bought mac heist bundle top aps worth got cool bonus aps free,bought mac heist bundle top aps worth got cool bonus aps free
1,1,OH! If you want to donate to Haiti/Chile relief: http://tinyurl.com/ya25afe You can win an autographed copy of my book + a call with me. <3,oh want donate haiti chile relief win autographed copy book call,2,oh want donate haiti chile relief htp://tinyurl.com/yafe win autographed copy book call,oh if you want to donate to haiti chile relief you can win an autographed copy of my book a call with me,oh want donate haiti chile relief win autographed copy book call <3,oh want donate haiti chile relief win autographed copy book call,oh want donate haiti chile relief win autographed copy book call,oh want donate haiti chile relief win autographed copy book call,oh want donate haiti chile relief win autographed copy book call
1,1,Read the follow up. So hot. From: @eroticnotebookpart 2 http://tiny.cc/zGQck nsfw she imagines the orgasm as he joins in,read follow hot @eroticnotebokpart nsfw imagines orgasm joins,2,read follow hot @eroticnotebokpart htp://tiny.c/zgqck nsfw imagines orgasm joins,read the follow up so hot from @eroticnotebokpart nsfw she imagines the orgasm as he joins in,read follow hot @eroticnotebokpart 2 nsfw imagines orgasm joins,read follow hot @eroticnotebookpart nsfw imagines orgasm joins,read follow hot @eroticnotebokpart nsfw imagines orgasm joins,read follow hot @eroticnotebokpart nsfw imagines orgasm joins,read follow hot nsfw imagines orgasm joins
1,3,"RT @boyreporter: HA! RT @DoseDotCa: Mickey Rourke is at home, yelling, ""I MADE THE EXACT SAME MOVIE A YEAR AGO, YOU ASSHOLES."" #oscars",rt @boyreporter ha rt @dosedotca mickey rourke home yelling made exact movie year ago asholes #oscars,0,rt @boyreporter ha rt @dosedotca mickey rourke home yelling made exact movie year ago asholes #oscars,rt @boyreporter ha rt @dosedotca mickey rourke is at home yelling i made the exact same movie a year ago you asholes #oscars,rt @boyreporter ha rt @dosedotca mickey rourke home yelling made exact movie year ago asholes #oscars,rt @boyreporter ha rt @dosedotca mickey rourke home yelling made exact movie year ago assholes #oscars,rt @boyreporter ha rt @dosedotca mickey rourke home yelling made exact movie year ago asholes #oscars,rt @boyreporter ha rt @dosedotca mickey rourke home yelling made exact movie year ago asholes #oscars,rt ha rt mickey rourke home yelling made exact movie year ago asholes
