mean pos,mean neg,Tweet,Clean
1,1,The Lounge : Emissions trading scheme gripe: Author: ThalassSubject: Emissions trading scheme gripePosted: 05 Marc... http://bit.ly/crWAH0,lounge emisions trading scheme gripe author thalasubject emisions trading scheme gripeposted marc ...
2,2,"@m_robertson_UK Thanks but I still miss the legs, I work out & still I know I'll never have them back.",@m_robertson_uk thanks still miss legs work still know i'l never back
2,1,"Getting ready to rock out at Made with Love Bakery and Cafe - Today at 4pm! Yummy, yummy... http://bit.ly/aFfOns",getting ready rock made love bakery cafe today pm yummy yummy ...
2,2,#Iremember when I first saw #PokerFace by #LadyGaGa i thought it was wack but i love it #ABDC,#iremember first saw #pokerface #ladygaga thought wack love #abdc
1,1,"RT @TwentyWonder: What if you were at a party, and H.R. Pufnstuf showed up?",rt @twentywonder party h pufnstuf showed
1,1,Scurry County Texas : Billy E. Tankersley - Breckenridge American - http://www.askbiography.com/bio/Scurry_County_Texas.html @askbiography,scurry county texas billy e tankersley breckenridge american @askbiography
3,1,@stuffbyxtine hahahaha exactly five o'clock and i just finished that sushi cat game! perfect timing :P (been playing on and off),@stufbyxtine hahahaha exactly five o'clock finished sushi cat game perfect timing :p playing
1,1,RT @securitybuyer: 2 Pentagon Police Officers Shot at Metro Station By Gunman John Patrick Bedell: The AP is reporting http://url4.eu/1axyB,rt @securitybuyer pentagon police oficers shot metro station gunman john patrick bedel ap reporting
1,1,FT: China to target economic growth rate of 8% http://bit.ly/a3Y6om Full http://bit.ly/byCOsR,ft china target economic growth rate full
2,1,Goodmorning The Swagg Rises From his Slumber last day last class lets get it poppin nyc by the end of the night Loveit !,godmorning swag rises slumber last day last class lets get poppin nyc end night loveit
2,2,@mikebladen i would love to go :(,@mikebladen would love go :(
1,1,no sounddd (@bluecornpie live on http://twitcam.com/hayk),sound @bluecornpie live
1,1,"RT @inafried Xbox Live changes policy on referencing sexuality, gender, race. (finally) http://bit.ly/bq0aKW",rt @inafried xbox live changes policy referencing sexuality gender race finally
1,1,dear god. i wonder if i can trade my lunch break for a nap time today.,dear god wonder trade lunch break nap time today
2,1,"represented a client at a green card interview in Garden City, Long Island on Tuesday. We were in and out and approved in under one hour!",represented client green card interview garden city long island tuesday aproved one hour
4,1,@TartletTran @etalien16 HAHAHAHAHAHA!!! rofl!!! okok cool then! imma sleep too! soo late!! nighty night!!!,@tartletran @etalien hahahahahaha rofl okok cool ima sleep late nighty night
3,1,LOL. The 10ers are dancing to Oh! again. :),very funny ers dancing oh :)
3,1,@oaklandcemetery Really looking forward to Oakland events for the Phoenix Flies http://bit.ly/cxIveQ OMG you have just got to see this!,@oaklandcemetery really looking forward oakland events phoenix flies shocked got see
1,4,TWIST SHOULD TOUR W. JB CAUSE THEY BOTH SICKKK ! HOW BOUT CHUCKEE THO ? (#TwistShouldTourWithJB live at http://ustre.am/2HH8),twist tour w jb sick chucke though #twistshouldtourwithjb live
2,1,@majornelson http://twitpic.com/16rsgc - #toysoldiers thats simple it was a atari 2600 with pole position and galaxian lol played with it fo,@majornelson #toysoldiers thats simple atari pole position galaxian very funny played fo
2,2,"The prudent see danger and take refuge, but the simple keep going and suffer for it. Proverbs 27:12",prudent see danger take refuge simple keep going suffer proverbs
3,2,"Had to send it here, as you're not following me ;-) I let him know. Thanks again!",send following ;-) let know thanks
1,1,Just got asked if I had a gun in my bag.,got asked gun bag
1,1,RT @mousavifacebook: http://fb.me/631Zf3I,rt @mousavifacebok
1,1,"#nowplaying : ""Basic Space"" von The xx. Tune in http://laut.fm/festivalisten",#nowplaying basic space von x tune
2,2,"Ok, I don't think I can last here at work much longer. Moved my car so the busses don't block me in. I hope we're done before three.",ok think last work much longer moved car buses block hope we're done three
3,1,@Boolumaster This dude is like MJ the sequel really..he always hits the big shot!!!,@bolumaster dude like mj sequel really .. always hits big shot
3,1,"tomorrow is goin to be interestin, so excited to go out of town for 4 days",2morrow goin interestin excited go town days
1,1,RT @NickiToJonaS: #JonasBrothers #JoBrosDanceThriller #JonasFamily VAMOS JONATIKAS RT,rt @nickitojonas #jonasbrothers #jobrosdancethriler #jonasfamily vamos jonatikas rt
1,2,RT @MsLeloB: It's not true? Yep.no one can confirm @bonang story as the source of breakingnews.*damaginghercareer*,rt @mslelob true yep.no one confirm @bonang story source breakingnews damaginghercarer
2,1,@rebelbrown That amazing girl gave that speech years ago..she is still speaking today! Still working for cause she believes in...,@rebelbrown amazing girl gave speech years ago .. still speaking today still working believes ...
1,1,"@zsass Masih ada, tapi bukan yg buat special shownya. Gw masih ada 2.",@zsas masih ada tapi bukan yg buat special shownya gw masih ada
1,3,i hate children laughter in scary movies <__<,hate children laughter scary movies
1,1,Alright...it's midnight. Where are my new Redskins?,alright ... midnight new redskins
1,1,"Ada yg versi jawa nya..kocak!RT @yandtti: i love you jesus ..deep down in my heart ,take a bow deep deep down down .deep down in my heart",ada yg versi jawa nya .. kocak rt @yandti love jesus .. deep heart take bow deep deep deep heart
2,1,Brent and Brad in hot flip flop fuck action - http://bit.ly/9fJdOI,brent brad hot flip flop fuck action
1,1,gender references X Factor Judge Dannii Minogue Says Sorry For Comments Abou http://bit.ly/cmu1g1,gender references x factor judge dani minogue says sorry coments abou
1,1,Ele ... http://tweetphoto.com/13370959,ele ...
1,1,http://ts1.in/64803 The end of the end,end end
1,1,I uploaded a YouTube video -- HAPPY BIRTHDAY.... http://youtu.be/foYDtf7VCu8?a,uploaded youtube video happy birthday ...
1,1,@scandal_band #scacover,@scandal_band #scacover
1,2,"I Took ballet/tap/jazz classes when I was 8...not by choice RT @mikeziemer: If you're awake, @mikeziemer me a #randomfact about you.",took ballet tap jazz classes ... choice rt @mikeziemer awake @mikeziemer #randomfact
1,1,Wireless Industry Grew by 5.9 Million Subs in Q4 09 ? Phone Reviews http://cli.gs/sG9uR,wireless industry grew million subs q phone reviews
2,2,we are doing our best to stop the B.C.C from turning Mitchie high-rise -why pick US ?,best stop see see turning mitchie high-rise pick us
1,1,Jake Pavelka and Vienna Girardi play ?Newlywed Game? on ?Ellen? Video: How well do newly-minted ?Bachelor? couple ... http://bit.ly/doT7ON,jake pavelka viena girardi play newlywed game elen video well newly-minted bachelor couple ...
1,2,"RT @jackietino: if any1 thinks @rbutler7 is being rude, annoying, or mean.. go to bed and wake up again, think if you were in his place, you'd be pissed too",rt @jackietino thinks @rbutler rude annoying mean .. go bed wake think place pised
1,1,"China backs diplomacy, not sanctions, on Iran (AP)http://bit.ly/9eZY4f",china backs diplomacy sanctions iran ap
1,2,I spilled milk all up in my phone.,spiled milk phone
1,1,"When he walked through the village, other men took quiet note and the women's pleasure went undisguised. #Brazil 842",walked village men took quiet note women's pleasure went undisguised #brazil
3,1,Very excited today - I am taking a day off. Unheard of! Going to a market to shop. Catching up with a friend. And doing other fun things : ),excited today taking day unheard going market shop catching friend fun things
1,1,@tEh_riRiE di rmh gw ga asik..?H?h?h?h? http://myloc.me/4sadD,@teh_ririe di rmh gw ga asik .. h h h h
2,1,Phoenix- FREE I-Pod touch: Just got a newer one for my birthday. This one works fine and I'm giving it away. Youd ... http://bit.ly/bD85td,phoenix free i-pod touch got newer one birthday one works fine i'm giving away youd ...
2,1,#Ibelieve in You and me. Everything will be alright.,#ibelieve everything alright
2,1,Q:can me & you get to kno each i think u real cute & wat not & u seem like a cool p... A:who r u? http://formspring.me/rialequay/q/265383689,q get know think real cute wat seem like cool p ...
2,1,Looking forward to seeing @SadaoTurner too of course.,looking forward seeing @sadaoturner course
1,3,i more hour to go. then.. i'm DEAD. TT^TT,hour go .. i'm dead
2,1,"Guys I just noticed this, $30 for TWO commissions from two of my favorite cartoonists: http://is.gd/9M6Sw (@philmcandrew and @britterson)",guys noticed two comisions two favorite cartonists @philmcandrew @briterson
1,1,Learn to Draw a Car and Impress Your Friends: Have you ever tried to draw a car and failed terribly? You should http://url4.eu/1bUOy,learn draw car impress friends ever tried draw car failed terribly
2,1,"Welcoming Joe Sinclair; social media svengali, author of WKW, and Marketing Director into the Guided team.",welcoming joe sinclair social media svengali author wkw marketing director guided team
2,2,"I finally figure it out, no point getting angry over some childish and immature kid, just be happy for yourself. ? http://gladlyCast.com/s99",finally figure point getting angry childish immature kid happy
1,1,RT @TammyLovesShoes: #FF #6 @soundslikestu @TheRealKDash,rt @tamyloveshoes #f @soundslikestu @therealkdash
1,1,'...Establish a decent Broadband system in all rural areas of the UK' -- Allan Hathaway http://url4.eu/1a8Sw,... establish decent broadband system rural areas uk allan hathaway
4,1,@supportingbiebr LOL OMG AND AHAHHAH IS IT JUST ME OR MOST OF JUSTIN IS ABOUT SEX LOL OH HOW U DO ME AND FIRST DANCE LMAO,@suportingbiebr very funny shocked ahahah justin sex very funny oh first dance very funny
2,1,@adamcohen That's right. I could really go for a coffee right about now too.,@adamcohen that's right could really go coffee right
1,2,@_DAVECHAPPELLE ogochocinco was injured in a fatal cargo pants commercial...It's hideous to watch,@_davechapele ogochocinco injured fatal cargo pants commercial ... hideous watch
2,2,"sleep early, its still 8.34 p.m bit tired, and gonna wake up at 11 p.m to study, byee :)",sleep early still p bit tired gona wake p study byee :)
1,1,Wi-Fi Stumblers Disappear from Apple App Store http://goo.gl/fb/jLMX,wi-fi stumblers disappear apple ap store
1,3,So tired! First week back to work and I've had to start before 8am the last 4 days. Big sleep planned for tomorrow,tired first wk back work i've start last days big sleep planed 2morrow
1,2,"@Stephlouise_xo you get me, using words like LUGUBRIOUS (like this guy http://www.youtube.com/watch?v=OF0Re7gJBb8), it's all crazy...",@stephlouise_xo get using words like lugubrious like guy crazy ...
1,1,Designing the Rubric: The Correlates of Effective Schools http://bit.ly/aNBvx7 via www.diigo.com/~n2teaching,designing rubric corelates effective schols via w.digo.com/~nteaching
1,1,Ask me anything http://formspring.me/elyrose15,ask anything
1,1,Tonight will try unlock and change bb pin.,tonight try unlock change pin
1,1,Start Saving Money Now! I Will Teach You How (Part 1) | the ... http://cli.gs/4gvvD,start saving money teach part ...
2,2,@MizTosha yeaa I was tortured fa real haha...wut u doin?,@miztosha yea tortured fa real haha ... wut doin
1,1,Ariz. Senate backs bill to restrict local gun laws http://bit.ly/cnqpnW,ariz senate backs bill restrict local gun laws
1,2,My Loc is still on my profile...wth,loc still profile ... damn
1,1,"RT @therealdjfresh: believe in half of what you hear, most things that you see, and all that you feel.",rt @therealdjfresh believe half hear things see feel
2,1,RT @justinbieber justin im thinking you should do a half hour session where you just reply to your fans non stop :) what do you think?30,rt @justinbieber justin im thinking half hour session reply fans non stop :) think
2,1,I want to read: Princess for Hire by Lindsey Leavitt http://bit.ly/bGqpBX,want read princess hire lindsey leavit
1,1,@Thunt_Goblins I must say that having Minmax throw Goblinslayer through a window over Kin and his Rape statement (1/2),@thunt_goblins must say minmax throw goblinslayer window kin rape statement
1,1,Hearts Beat Stronger in the Hands of the Hollow http://bit.ly/b4Ish1,hearts beat stronger hands hollow
2,1,"you are my sunshine, my only sunshine, you make me happy when skies are grey...",sunshine sunshine make happy skies grey ...
1,1,Shower Time... I gots to be at work at 6am,shower time ... gots work
1,2,"@cmhoughton I ran the games. ""Born to Be Wild"" is my nightmare song.",@cmhoughton ran games born wild nightmare song
1,1,Ayuuuuukkkksss.... RT @victorsiahaan: Minum sekuteng yuks!! http://myloc.me/4t2Ub http://myloc.me/4t3k5,ayuks ... rt @victorsiahan minum sekuteng yuks
2,1,whoever invented these deserves a noble prize http://yfrog.com/j3feij,whoever invented deserves noble prize
1,1,I think #placesiwannahave sex should be #placesihavehadsex,think #placesiwanahave sex #placesihavehadsex
